PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,OFF_RATING,DEF_RATING,TS_PCT,USG_PCT
1642357,David Jones Garcia,SAS,24.0,123.1,100.0,0.579,0.18
1630558,Davion Mitchell,MIA,27.0,116.3,110.0,0.562,0.137
1630549,Day'Ron Sharpe,BKN,24.0,107.2,111.6,0.647,0.18
1628368,De'Aaron Fox,SAS,28.0,115.8,111.4,0.582,0.247
1629631,De'Andre Hunter,SAC,28.0,114.2,115.1,0.553,0.219
1629001,De'Anthony Melton,GSW,27.0,123.8,105.5,0.544,0.238
201599,DeAndre Jordan,NOP,37.0,68.2,130.2,0.765,0.113
201942,DeMar DeRozan,SAC,36.0,109.4,121.4,0.602,0.215
1629731,Dean Wade,CLE,29.0,114.9,109.4,0.566,0.096
1629028,Deandre Ayton,LAL,27.0,116.6,117.8,0.681,0.171
1630166,Deni Avdija,POR,25.0,116.4,116.5,0.61,0.283
203471,Dennis Schröder,CLE,32.0,107.1,118.1,0.531,0.222
1641726,Dereck Lively II,DAL,21.0,108.6,102.3,0.67,0.113
1642852,Derik Queen,NOP,21.0,112.1,119.2,0.551,0.22
1627884,Derrick Jones Jr.,LAC,28.0,117.7,121.6,0.674,0.147
1628401,Derrick White,BOS,31.0,120.2,109.4,0.523,0.228
1630217,Desmond Bane,ORL,27.0,113.7,113.3,0.575,0.226
1626164,Devin Booker,PHX,29.0,115.8,111.2,0.58,0.3
1642269,Devin Carter,SAC,23.0,103.4,105.1,0.473,0.188
1630170,Devin Vassell,SAS,25.0,118.0,110.7,0.558,0.186
1628415,Dillon Brooks,PHX,30.0,114.4,114.2,0.559,0.276
1641794,Dillon Jones,NYK,24.0,100.0,100.0,0.75,0.143
1627734,Domantas Sabonis,SAC,29.0,109.2,122.8,0.589,0.219
1631230,Dominick Barlow,PHI,22.0,113.4,112.0,0.63,0.128
1642270,Donovan Clingan,POR,21.0,112.5,114.8,0.593,0.149
1628378,Donovan Mitchell,CLE,29.0,117.8,110.7,0.616,0.314
1628978,Donte DiVincenzo,MIN,29.0,118.2,110.4,0.583,0.168
1627827,Dorian Finney-Smith,HOU,32.0,108.2,103.2,0.437,0.102
203926,Doug McDermott,SAC,34.0,104.3,112.3,0.563,0.146
1642962,Drake Powell,BKN,20.0,103.7,117.2,0.571,0.145
203110,Draymond Green,GSW,35.0,113.3,111.7,0.532,0.167
1629234,Drew Eubanks,SAC,29.0,107.8,117.7,0.612,0.155
1641809,Drew Peterson,CHA,26.0,103.1,110.7,0.148,0.108
1631166,Drew Timme,LAL,25.0,113.8,105.4,0.647,0.146
1630696,Dru Smith,MIA,28.0,107.9,108.3,0.543,0.151
1629130,Duncan Robinson,DET,31.0,118.9,110.1,0.6,0.147
1641871,Duop Reath,ATL,29.0,103.0,109.4,0.613,0.13
203939,Dwight Powell,DAL,34.0,115.4,106.4,0.665,0.074
1642928,Dylan Cardwell,SAC,24.0,109.9,107.7,0.601,0.098
1642844,Dylan Harper,SAS,19.0,113.2,106.4,0.517,0.227
1630700,Dyson Daniels,ATL,22.0,115.0,113.5,0.521,0.159
1630604,E.J. Liddell,BKN,25.0,94.2,93.1,0.6,0.15
1642856,Egor Dëmin,BKN,19.0,109.9,113.7,0.569,0.188
1641989,Elijah Harkless,UTA,26.0,120.6,105.6,0.568,0.116
1641801,Emanuel Miller,CLE,25.0,88.9,116.9,0.54,0.169
201569,Eric Gordon,PHI,37.0,102.6,120.1,0.754,0.137
1630679,Ethan Thompson,IND,26.0,106.3,111.1,0.479,0.137
1630596,Evan Mobley,CLE,24.0,116.2,110.7,0.576,0.216
1630532,Franz Wagner,ORL,24.0,113.6,111.7,0.593,0.252
1641713,GG Jackson,MEM,21.0,113.8,115.2,0.557,0.195
1629216,Gabe Vincent,LAL,29.0,117.9,118.0,0.523,0.112
202066,Garrett Temple,TOR,39.0,78.4,108.0,0.254,0.141
1629726,Garrison Mathews,IND,29.0,107.3,108.0,0.628,0.134
203914,Gary Harris,MIL,31.0,108.2,115.2,0.653,0.072
1627780,Gary Payton II,GSW,33.0,110.0,114.4,0.582,0.162
1629018,Gary Trent Jr.,MIL,27.0,108.2,121.9,0.523,0.15
203507,Giannis Antetokounmpo,MIL,31.0,120.8,114.7,0.679,0.349
1629048,Goga Bitadze,ORL,26.0,111.2,109.5,0.706,0.116
1641711,Gradey Dick,TOR,22.0,111.5,108.1,0.548,0.163
1629684,Grant Williams,CHA,27.0,114.9,98.9,0.494,0.14
1628960,Grayson Allen,PHX,30.0,114.8,112.7,0.573,0.221
1627824,Guerschon Yabusele,NYK,30.0,110.9,110.8,0.499,0.144
1630611,Gui Santos,GSW,23.0,107.9,105.0,0.619,0.143
203084,Harrison Barnes,SAS,33.0,117.5,112.5,0.584,0.149
1631127,Harrison Ingram,SAS,23.0,126.7,110.0,0.875,0.105
1630529,Herbert Jones,NOP,27.0,111.2,114.2,0.504,0.15
1642864,Hugo González,BOS,19.0,121.5,103.5,0.575,0.111
1630621,Hunter Dickinson,NOP,25.0,60.0,180.0,0.5,0.333
1642282,Hunter Sallis,PHI,22.0,89.5,112.3,0.595,0.169
1641816,Hunter Tyson,DEN,25.0,100.0,107.5,0.398,0.166
1630193,Immanuel Quickley,TOR,26.0,113.6,111.2,0.572,0.21
1642403,Isaac Jones,DET,25.0,75.7,122.2,0.512,0.119
1630171,Isaac Okoro,CHI,25.0,116.3,119.8,0.582,0.135
1642268,Isaiah Collier,UTA,21.0,109.7,124.6,0.582,0.18
1642384,Isaiah Crawford,HOU,24.0,61.5,90.9,0.0,0.071
1628392,Isaiah Hartenstein,OKC,27.0,117.2,104.9,0.652,0.164
1630543,Isaiah Jackson,IND,24.0,107.7,115.3,0.614,0.15
1630198,Isaiah Joe,OKC,26.0,117.1,108.3,0.63,0.172
1630587,Isaiah Livers,PHX,27.0,111.6,105.6,0.559,0.096
1641815,Isaiah Stevens,SAC,25.0,122.2,130.2,0.532,0.078
1630191,Isaiah Stewart,DET,24.0,112.6,109.6,0.618,0.163
1627826,Ivica Zubac,LAC,28.0,115.7,116.5,0.635,0.184
1631120,JD Davison,HOU,23.0,104.1,118.9,0.454,0.137
1629630,Ja Morant,MEM,26.0,109.5,113.9,0.521,0.305
1642266,Ja'Kobe Walter,TOR,21.0,106.1,113.2,0.572,0.137
1631095,Jabari Smith Jr.,HOU,22.0,118.0,111.6,0.55,0.176
1631133,Jabari Walker,PHI,23.0,113.1,111.7,0.508,0.133
1631210,Jacob Toppin,ATL,25.0,102.7,71.4,0.667,0.14
1630702,Jaden Hardy,DAL,23.0,112.5,108.0,0.547,0.229
1631093,Jaden Ivey,DET,23.0,111.7,105.5,0.57,0.198
1630183,Jaden McDaniels,MIN,25.0,117.5,111.5,0.625,0.18
1630256,Jae'Sean Tate,HOU,30.0,106.5,115.1,0.577,0.129
1642942,Jahmai Mashack,MEM,23.0,73.6,109.3,0.375,0.18
1642443,Jahmir Young,MIA,25.0,107.1,125.9,0.429,0.165
1643141,Jahmyl Telfort,LAC,24.0,94.0,102.9,0.087,0.093
1631170,Jaime Jaquez Jr.,MIA,24.0,112.9,108.2,0.573,0.214
1631222,Jake LaRavia,LAL,24.0,114.9,118.4,0.568,0.141
1627751,Jakob Poeltl,TOR,30.0,111.9,112.5,0.691,0.141
1628973,Jalen Brunson,NYK,29.0,122.2,116.3,0.59,0.302
1631105,Jalen Duren,DET,22.0,119.2,107.7,0.668,0.221
1630224,Jalen Green,PHX,23.0,131.0,95.4,0.58,0.315
1630552,Jalen Johnson,ATL,24.0,114.1,114.2,0.59,0.264
1629618,Jalen Pickett,DEN,26.0,111.4,113.3,0.551,0.146
1630188,Jalen Smith,CHI,25.0,118.2,113.2,0.602,0.184
1630591,Jalen Suggs,ORL,24.0,114.4,108.7,0.56,0.232
1631114,Jalen Williams,OKC,24.0,115.1,106.5,0.542,0.247
1630592,Jalen Wilson,BKN,25.0,104.2,115.3,0.534,0.165
1631288,Jamal Cain,ORL,26.0,112.6,113.9,0.534,0.164
1627750,Jamal Murray,DEN,28.0,124.2,118.0,0.617,0.274
1642347,Jamal Shead,TOR,23.0,113.4,108.9,0.496,0.155
1631123,Jamaree Bouyea,PHX,26.0,108.1,104.8,0.592,0.183
201935,James Harden,LAC,36.0,118.9,118.3,0.598,0.301
1630164,James Wiseman,IND,24.0,92.9,102.4,0.597,0.114
1642364,Jamir Watkins,WAS,24.0,103.1,109.6,0.502,0.113
1642419,Jamison Battle,TOR,24.0,113.9,102.5,0.671,0.139
1641716,Jarace Walker,IND,22.0,104.2,115.5,0.526,0.186
1642272,Jared McCain,PHI,21.0,114.2,110.5,0.51,0.178
1628991,Jaren Jackson Jr.,MEM,26.0,108.2,111.9,0.574,0.248
1629020,Jarred Vanderbilt,LAL,26.0,113.4,113.2,0.548,0.117
1628386,Jarrett Allen,CLE,27.0,118.4,112.9,0.647,0.185
1642859,Jase Richardson,ORL,20.0,115.0,113.4,0.595,0.177
1642914,Javon Small,MEM,23.0,110.1,115.8,0.491,0.179
1631451,Javonte Cooke,POR,26.0,86.7,103.8,0.351,0.189
1629750,Javonte Green,DET,32.0,109.8,103.8,0.592,0.141
1629637,Jaxson Hayes,LAL,25.0,112.8,115.3,0.766,0.11
1630643,Jay Huff,IND,28.0,102.7,110.0,0.593,0.171
1627759,Jaylen Brown,BOS,29.0,120.3,115.1,0.576,0.358
1641740,Jaylen Clark,MIN,24.0,113.0,107.0,0.517,0.117
1642377,Jaylen Wells,MEM,22.0,112.7,116.3,0.53,0.185
1631119,Jaylin Williams,OKC,23.0,115.9,99.2,0.505,0.147
1642281,Jaylon Tyson,CLE,23.0,117.8,113.6,0.634,0.183
201145,Jeff Green,HOU,39.0,94.9,137.3,0.615,0.168
203924,Jerami Grant,POR,31.0,113.8,117.6,0.591,0.238
1642847,Jeremiah Fears,NOP,19.0,110.1,120.6,0.515,0.239
1630526,Jeremiah Robinson-Earl,DAL,25.0,109.3,119.5,0.468,0.129
1631110,Jeremy Sochan,SAS,22.0,105.8,115.8,0.543,0.142
1630579,Jericho Sims,MIL,27.0,99.1,118.7,0.826,0.083
1641724,Jett Howard,ORL,22.0,116.2,114.5,0.523,0.176
1628975,Jevon Carter,CHI,30.0,103.2,116.8,0.577,0.189
202710,Jimmy Butler III,GSW,36.0,116.6,109.2,0.646,0.226
1642866,Joan Beringer,MIN,19.0,113.9,103.0,0.668,0.141
1629111,Jock Landale,MEM,30.0,114.4,118.9,0.594,0.18
204060,Joe Ingles,MIN,38.0,95.8,115.7,0.635,0.077
203954,Joel Embiid,PHI,31.0,119.6,112.6,0.597,0.339
1628381,John Collins,LAC,28.0,116.1,115.2,0.656,0.181
1629723,John Konchar,MEM,29.0,104.0,104.2,0.619,0.083
1641780,Johni Broome,PHI,23.0,89.9,113.5,0.23,0.233
1642277,Johnny Furphy,IND,21.0,109.4,114.9,0.55,0.125
1630548,Johnny Juzang,MIN,24.0,102.2,110.8,0.519,0.212
202685,Jonas Valančiūnas,DEN,33.0,113.9,117.2,0.616,0.261
1628371,Jonathan Isaac,ORL,28.0,106.0,105.7,0.535,0.124
1630228,Jonathan Kuminga,GSW,23.0,110.7,112.8,0.543,0.239
1642367,Jonathan Mogbo,TOR,24.0,100.7,107.8,0.497,0.103
203903,Jordan Clarkson,NYK,33.0,114.7,113.4,0.527,0.208
1630692,Jordan Goodwin,PHX,27.0,112.9,106.7,0.508,0.179
1641722,Jordan Hawkins,NOP,23.0,106.2,116.2,0.424,0.164
1629162,Jordan McLaughlin,SAS,29.0,100.8,114.9,0.537,0.154
1641757,Jordan Miller,LAC,26.0,115.1,111.2,0.655,0.193
1629673,Jordan Poole,NOP,26.0,109.7,117.9,0.533,0.24
1641775,Jordan Walsh,BOS,21.0,120.5,114.1,0.636,0.114
1630631,Jose Alvarado,NOP,27.0,108.6,112.3,0.552,0.155
1630581,Josh Giddey,CHI,23.0,112.9,115.4,0.575,0.25
1630182,Josh Green,CHA,25.0,117.2,107.1,0.59,0.108
1628404,Josh Hart,NYK,30.0,118.3,113.8,0.615,0.164
1631169,Josh Minott,BOS,23.0,116.9,111.8,0.656,0.135
